Morus_009682-R1	HART063B_027397-R1
Morus_008798-R1	HART063B_027401-R2
Morus_009471-R2	HART063B_027407-R1
Morus_008817-R1	HART063B_027410-R1
Morus_004078-R1	HART063B_027413-R1
Morus_009232-R1	HART063B_027421-R1
Morus_003958-R1	HART063B_027424-R1
Morus_009222-R1	HART063B_027426-R1
Morus_009216-R1	HART063B_027429-R1
Morus_009484-R1	HART063B_027434-R1
Morus_009207-R1	HART063B_027438-R1
Morus_008719-R1	HART063B_027440-R1
Morus_008712-R1	HART063B_027465-R1
Morus_009150-R1	HART063B_027473-R1
Morus_009586-R1	HART063B_027476-R1
Morus_007868-R1	HART063B_027477-R1
Morus_unassigned_transcript_5009	HART063B_027499-R1
Morus_009127-R1	HART063B_027501-R1
Morus_009112-R1	HART063B_027523-R1
Morus_005376-R1	HART063B_027524-R1
Morus_009302-R1	HART063B_027538-R1
Morus_009861-R1	HART063B_027539-R1
Morus_009550-R1	HART063B_027540-R1
Morus_009424-R1	HART063B_027541-R2
Morus_009030-R1	HART063B_027543-R1
Morus_009777-R1	HART063B_027546-R1
Morus_009816-R1	HART063B_027548-R1
Morus_009764-R1	HART063B_027549-R1
Morus_unassigned_transcript_2785	HART063B_027550-R1
Morus_008612-R1	HART063B_027551-R1
Morus_009625-R1	HART063B_027552-R1
Morus_008421-R1	HART063B_027554-R1
Morus_009722-R1	HART063B_027555-R1
Morus_009376-R1	HART063B_027557-R1
Morus_009868-R1	HART063B_027558-R1
Morus_008824-R1	HART063B_027559-R1
Morus_009458-R1	HART063B_027561-R1
Morus_008852-R1	HART063B_027562-R1
Morus_009490-R1	HART063B_027566-R1
Morus_008438-R1	HART063B_027570-R1
Morus_008689-R1	HART063B_027572-R1
Morus_008656-R1	HART063B_027573-R1
Morus_009333-R1	HART063B_027574-R1
Morus_008903-R1	HART063B_027575-R1
Morus_008653-R1	HART063B_027576-R1
Morus_000840-R1	HART063B_027577-R1
Morus_009721-R1	HART063B_027578-R1
Morus_008943-R1	HART063B_027579-R1
Morus_009597-R1	HART063B_027580-R1
Morus_008967-R1	HART063B_027582-R1
Morus_009322-R1	HART063B_027583-R1
Morus_009731-R1	HART063B_027584-R1
Morus_008481-R1	HART063B_027585-R1
Morus_008851-R1	HART063B_027586-R1
Morus_008095-R1	HART063B_027587-R1
Morus_009832-R1	HART063B_027589-R1
Morus_009677-R1	HART063B_027590-R1
Morus_009599-R1	HART063B_027591-R1
Morus_008484-R1	HART063B_027592-R1
Morus_009818-R1	HART063B_027594-R1
Morus_009223-R1	HART063B_027596-R1
Morus_009445-R1	HART063B_027599-R1
Morus_009010-R1	HART063B_027602-R1
Morus_009648-R1	HART063B_027603-R1
Morus_008528-R1	HART063B_027604-R1
Morus_009291-R1	HART063B_027605-R1
Morus_000291-R1	HART063B_027606-R1
Morus_008402-R1	HART063B_027607-R2
Morus_009760-R1	HART063B_027610-R1
Morus_009799-R1	HART063B_027611-R1
Morus_009680-R1	HART063B_027613-R1
Morus_009369-R1	HART063B_027614-R1
Morus_009036-R1	HART063B_027616-R1
Morus_008795-R1	HART063B_027617-R1
Morus_unassigned_transcript_2713	HART063B_027618-R1
Morus_009642-R1	HART063B_027619-R1
Morus_008598-R1	HART063B_027621-R1
Morus_009588-R1	HART063B_027622-R1
Morus_008855-R1	HART063B_027624-R1
Morus_008428-R1	HART063B_027625-R2
Morus_009025-R1	HART063B_027626-R1
Morus_008745-R1	HART063B_027627-R1
Morus_008870-R1	HART063B_027628-R1
Morus_008666-R1	HART063B_027629-R1
Morus_008667-R1	HART063B_027630-R1
Morus_007258-R1	HART063B_027631-R1
Morus_009544-R1	HART063B_027632-R1
Morus_008369-R1	HART063B_027633-R1
Morus_008386-R1	HART063B_027635-R1
Morus_008384-R1	HART063B_027636-R1
Morus_009058-R1	HART063B_027638-R1
Morus_009385-R1	HART063B_027639-R2
Morus_008706-R3	HART063B_027641-R1
Morus_008865-R1	HART063B_027642-R1
Morus_unassigned_transcript_2574	HART063B_027643-R1
Morus_019682-R1	HART063B_027645-R1
Morus_008788-R1	HART063B_027646-R1
Morus_009745-R1	HART063B_027649-R1
Morus_017745-R1	HART063B_027651-R1
Morus_009629-R1	HART063B_027652-R1
Morus_009854-R1	HART063B_027653-R2
Morus_009815-R1	HART063B_027654-R1
Morus_009874-R1	HART063B_027656-R1
Morus_unassigned_transcript_2716	HART063B_027657-R1
Morus_008989-R1	HART063B_027659-R1
Morus_009477-R1	HART063B_027660-R1
Morus_008780-R1	HART063B_027661-R1
Morus_008583-R1	HART063B_027662-R1
Morus_009775-R1	HART063B_027664-R1
Morus_008491-R1	HART063B_027666-R1
Morus_009373-R1	HART063B_027667-R1
Morus_006191-R1	HART063B_027671-R1
Morus_009746-R1	HART063B_027673-R1
Morus_008978-R1	HART063B_027676-R1
Morus_009857-R1	HART063B_027678-R1
Morus_008590-R1	HART063B_027679-R1
Morus_009751-R1	HART063B_027680-R1
Morus_009522-R1	HART063B_027681-R2
Morus_008749-R1	HART063B_027683-R1
Morus_008501-R1	HART063B_027684-R1
Morus_009311-R1	HART063B_027685-R1
Morus_009415-R1	HART063B_027686-R1
Morus_008382-R1	HART063B_027687-R1
Morus_unassigned_transcript_2804	HART063B_027690-R1
Morus_002784-R1	HART063B_027693-R1
Morus_001885-R1	HART063B_027715-R1
Morus_008372-R1	HART063B_027744-R1
Morus_009064-R1	HART063B_027757-R1
Morus_006187-R1	HART063B_027767-R1
Morus_002330-R1	HART063B_027787-R1
Morus_008105-R1	HART063B_027810-R1
Morus_021288-R1	HART063B_027862-R1
Morus_000144-R1	HART063B_027889-R1
Morus_014047-R1	HART063B_027965-R1
Morus_021447-R1	HART063B_027974-R1
Morus_021413-R3	HART063B_027984-R1
Morus_020350-R1	HART063B_027993-R4
Morus_011616-R1	HART063B_028055-R1
Morus_015683-R1	HART063B_028068-R1
Morus_010675-R1	HART063B_028076-R1
Morus_016052-R1	HART063B_028085-R1
Morus_000191-R1	HART063B_028105-R1
Morus_016958-R1	HART063B_028136-R1
Morus_019969-R1	HART063B_028150-R3
Morus_021468-R1	HART063B_028271-R1
Morus_unassigned_transcript_535	HART063B_028291-R1
Morus_013436-R1	HART063B_028315-R1
Morus_013106-R1	HART063B_028342-R1
Morus_000190-R1	HART063B_028364-R1
Morus_016646-R1	HART063B_028382-R1
Morus_013989-R1	HART063B_028398-R1
Morus_015216-R1	HART063B_028406-R4
Morus_018049-R1	HART063B_028446-R1
Morus_021445-R1	HART063B_028456-R1
Morus_021446-R1	HART063B_028462-R2
Morus_016975-R1	HART063B_028491-R1
Morus_015955-R1	HART063B_028498-R1
Morus_017789-R1	HART063B_028509-R1
Morus_000158-R1	HART063B_028531-R1
Morus_000174-R1	HART063B_028539-R1
Morus_010782-R1	HART063B_028559-R1
Morus_000115-R1	HART063B_028575-R1
Morus_000066-R1	HART063B_028580-R1
Morus_021430-R1	HART063B_028610-R1
Morus_unassigned_transcript_816	HART063B_028638-R1
Morus_012866-R1	HART063B_028658-R1
Morus_021463-R1	HART063B_028669-R1
Morus_000276-R1	HART063B_028677-R1
Morus_021401-R1	HART063B_028686-R1
Morus_020370-R1	HART063B_028717-R1
Morus_000226-R1	HART063B_028737-R1
Morus_000259-R1	HART063B_028767-R1
Morus_000070-R1	HART063B_028783-R1
Morus_000199-R1	HART063B_028819-R1
Morus_000212-R1	HART063B_028836-R1
Morus_010357-R2	HART063B_028842-R1
Morus_010417-R1	HART063B_028846-R1
Morus_010418-R1	HART063B_028847-R1
Morus_010269-R1	HART063B_028855-R1
Morus_011031-R1	HART063B_028859-R2
Morus_010504-R1	HART063B_028865-R1
Morus_020945-R1	HART063B_028867-R1
Morus_009944-R1	HART063B_028868-R1
Morus_010689-R1	HART063B_028871-R1
Morus_010274-R1	HART063B_028875-R1
Morus_011007-R1	HART063B_028877-R1
Morus_009998-R1	HART063B_028879-R1
Morus_009911-R1	HART063B_028881-R1
Morus_unassigned_transcript_3037	HART063B_028882-R4
Morus_010206-R1	HART063B_028887-R1
Morus_010207-R1	HART063B_028888-R1
Morus_009981-R2	HART063B_028890-R1
Morus_010573-R1	HART063B_028893-R1
Morus_010706-R1	HART063B_028894-R1
Morus_000031-R2	HART063B_028898-R1
Morus_010290-R1	HART063B_028904-R1
Morus_021387-R1	HART063B_028909-R1
Morus_010298-R1	HART063B_028912-R1
Morus_010193-R1	HART063B_028913-R1
Morus_010299-R1	HART063B_028914-R1
Morus_010346-R1	HART063B_028920-R1
Morus_011013-R1	HART063B_028922-R1
Morus_010303-R1	HART063B_028923-R1
Morus_011237-R1	HART063B_028936-R1
Morus_010919-R1	HART063B_028939-R1
Morus_016544-R1	HART063B_028940-R1
Morus_009990-R1	HART063B_028942-R1
Morus_010166-R1	HART063B_028944-R1
Morus_011069-R1	HART063B_028945-R1
Morus_010328-R1	HART063B_028948-R1
Morus_010516-R1	HART063B_028951-R1
Morus_010333-R1	HART063B_028952-R1
Morus_010673-R1	HART063B_028953-R1
Morus_unassigned_transcript_3089	HART063B_028955-R1
Morus_unassigned_transcript_3088	HART063B_028956-R1
Morus_010703-R1	HART063B_028957-R2
Morus_017622-R1	HART063B_028958-R1
Morus_011172-R1	HART063B_028959-R1
Morus_010554-R1	HART063B_028960-R1
Morus_010493-R1	HART063B_028963-R1
Morus_unassigned_transcript_4374	HART063B_028964-R1
Morus_unassigned_transcript_523	HART063B_028966-R1
Morus_009931-R1	HART063B_028967-R1
Morus_010623-R1	HART063B_028968-R1
Morus_009963-R9	HART063B_028969-R1
Morus_010601-R1	HART063B_028970-R1
Morus_011058-R1	HART063B_028973-R1
Morus_011075-R1	HART063B_028974-R1
Morus_012944-R1	HART063B_028975-R1
Morus_008028-R1	HART063B_028977-R1
Morus_014344-R1	HART063B_028983-R1
Morus_010661-R1	HART063B_028985-R1
Morus_010171-R2	HART063B_028990-R1
Morus_010582-R1	HART063B_028992-R1
Morus_011901-R1	HART063B_028993-R1
Morus_010924-R1	HART063B_028995-R1
Morus_010385-R1	HART063B_028996-R1
Morus_010644-R1	HART063B_028998-R1
Morus_010824-R1	HART063B_029000-R1
Morus_010648-R1	HART063B_029003-R1
Morus_011049-R1	HART063B_029006-R1
Morus_unassigned_transcript_2952	HART063B_029008-R1
Morus_011025-R1	HART063B_029009-R1
Morus_011219-R1	HART063B_029010-R1
Morus_010146-R1	HART063B_029011-R1
Morus_011191-R1	HART063B_029012-R1
Morus_009975-R1	HART063B_029015-R1
Morus_009976-R1	HART063B_029016-R1
Morus_011114-R1	HART063B_029018-R1
Morus_010094-R1	HART063B_029020-R1
Morus_010955-R1	HART063B_029022-R1
Morus_010679-R1	HART063B_029023-R1
Morus_010102-R1	HART063B_029024-R1
Morus_009974-R1	HART063B_029026-R1
Morus_010352-R1	HART063B_029027-R1
Morus_011003-R1	HART063B_029028-R1
Morus_011291-R1	HART063B_029029-R1
Morus_010526-R1	HART063B_029032-R1
Morus_000137-R1	HART063B_029033-R1
Morus_010938-R1	HART063B_029034-R1
Morus_010099-R1	HART063B_029036-R1
Morus_010358-R1	HART063B_029037-R1
Morus_011089-R1	HART063B_029039-R1
Morus_011284-R1	HART063B_029040-R1
Morus_010678-R1	HART063B_029041-R1
Morus_010722-R1	HART063B_029042-R1
Morus_011054-R1	HART063B_029043-R1
Morus_000079-R1	HART063B_029045-R1
Morus_011078-R1	HART063B_029046-R1
Morus_010199-R1	HART063B_029047-R1
Morus_010379-R1	HART063B_029048-R1
Morus_010989-R1	HART063B_029049-R1
Morus_unassigned_transcript_25	HART063B_029050-R1
Morus_011120-R1	HART063B_029051-R1
Morus_010136-R1	HART063B_029052-R1
Morus_000135-R1	HART063B_029053-R1
Morus_010495-R1	HART063B_029054-R1
Morus_010513-R1	HART063B_029056-R1
Morus_010512-R1	HART063B_029057-R1
Morus_011296-R1	HART063B_029058-R1
Morus_010349-R1	HART063B_029060-R1
Morus_010009-R1	HART063B_029061-R1
Morus_010289-R1	HART063B_029064-R1
Morus_010628-R1	HART063B_029065-R1
Morus_011264-R1	HART063B_029068-R1
Morus_010608-R1	HART063B_029069-R1
Morus_020437-R1	HART063B_029071-R1
Morus_010393-R1	HART063B_029072-R2
Morus_011002-R1	HART063B_029074-R1
Morus_013764-R2	HART063B_029076-R1
Morus_011161-R1	HART063B_029077-R1
Morus_010698-R1	HART063B_029078-R1
Morus_010209-R1	HART063B_029080-R1
Morus_010610-R1	HART063B_029081-R1
Morus_010272-R1	HART063B_029082-R1
Morus_011300-R1	HART063B_029083-R1
Morus_010529-R1	HART063B_029085-R1
Morus_011299-R1	HART063B_029086-R1
Morus_011547-R1	HART063B_029087-R1
Morus_010818-R1	HART063B_029089-R1
Morus_011111-R1	HART063B_029093-R1
Morus_010159-R1	HART063B_029095-R1
Morus_011127-R1	HART063B_029099-R1
Morus_010540-R1	HART063B_029100-R1
Morus_010075-R1	HART063B_029101-R1
Morus_010137-R1	HART063B_029103-R1
Morus_010177-R1	HART063B_029106-R1
Morus_010530-R1	HART063B_029111-R1
Morus_010173-R1	HART063B_029112-R1
Morus_012352-R1	HART063B_029113-R1
Morus_011178-R1	HART063B_029119-R1
Morus_011134-R1	HART063B_029120-R1
Morus_011415-R1	HART063B_029124-R1
Morus_010593-R1	HART063B_029125-R1
Morus_010594-R1	HART063B_029126-R1
Morus_011032-R1	HART063B_029127-R1
Morus_011033-R1	HART063B_029128-R1
Morus_010886-R1	HART063B_029130-R1
Morus_016577-R1	HART063B_029131-R1
Morus_010123-R1	HART063B_029132-R1
Morus_010488-R1	HART063B_029133-R1
Morus_010489-R1	HART063B_029134-R1
Morus_010351-R1	HART063B_029135-R1
Morus_009913-R1	HART063B_029136-R1
Morus_010015-R1	HART063B_029138-R1
Morus_010671-R1	HART063B_029140-R1
Morus_010806-R1	HART063B_029145-R1
Morus_unassigned_transcript_2969	HART063B_029147-R1
Morus_010736-R1	HART063B_029148-R1
Morus_011030-R2	HART063B_029151-R1
Morus_011055-R1	HART063B_029152-R1
Morus_010662-R1	HART063B_029155-R1
Morus_009920-R1	HART063B_029157-R1
Morus_unassigned_transcript_4604	HART063B_029158-R1
Morus_010986-R1	HART063B_029160-R1
Morus_010987-R1	HART063B_029161-R1
Morus_010421-R1	HART063B_029163-R2
Morus_013541-R1	HART063B_029164-R1
Morus_017940-R1	HART063B_029165-R1
Morus_009966-R1	HART063B_029166-R1
Morus_009947-R1	HART063B_029167-R1
Morus_010424-R1	HART063B_029168-R1
Morus_010083-R1	HART063B_029169-R1
Morus_010258-R1	HART063B_029170-R1
Morus_010925-R1	HART063B_029171-R1
Morus_011027-R1	HART063B_029172-R1
Morus_010633-R1	HART063B_029176-R1
Morus_011198-R3	HART063B_029177-R6
Morus_015099-R1	HART063B_029178-R1
Morus_010122-R1	HART063B_029179-R1
Morus_010181-R1	HART063B_029180-R1
Morus_011197-R1	HART063B_029181-R3
Morus_011099-R1	HART063B_029183-R1
Morus_010334-R1	HART063B_029184-R1
Morus_010335-R1	HART063B_029185-R1
Morus_009912-R1	HART063B_029188-R1
Morus_010087-R1	HART063B_029189-R1
Morus_010233-R1	HART063B_029190-R1
Morus_010368-R1	HART063B_029191-R1
Morus_011096-R1	HART063B_029192-R1
Morus_010229-R1	HART063B_029193-R1
Morus_010033-R2	HART063B_029194-R1
Morus_017060-R1	HART063B_029195-R1
Morus_010034-R1	HART063B_029196-R1
Morus_010035-R1	HART063B_029197-R1
Morus_011000-R1	HART063B_029199-R1
Morus_010027-R1	HART063B_029202-R1
Morus_010043-R1	HART063B_029205-R1
Morus_010023-R1	HART063B_029208-R1
Morus_017489-R1	HART063B_029210-R2
Morus_010681-R1	HART063B_029211-R1
Morus_010201-R1	HART063B_029213-R1
Morus_010095-R1	HART063B_029215-R1
Morus_017407-R1	HART063B_029216-R1
Morus_010968-R1	HART063B_029217-R2
Morus_021431-R1	HART063B_029219-R1
Morus_010219-R1	HART063B_029220-R1
Morus_010617-R1	HART063B_029221-R1
Morus_010618-R1	HART063B_029222-R1
Morus_010014-R1	HART063B_029223-R1
Morus_010241-R1	HART063B_029224-R1
Morus_010242-R1	HART063B_029225-R1
Morus_009977-R1	HART063B_029226-R3
Morus_010167-R1	HART063B_029227-R1
Morus_010232-R1	HART063B_029228-R1
Morus_010342-R1	HART063B_029229-R1
Morus_010420-R1	HART063B_029230-R1
Morus_010734-R1	HART063B_029231-R1
Morus_010478-R1	HART063B_029233-R1
Morus_010939-R1	HART063B_029235-R1
Morus_013100-R1	HART063B_029236-R1
Morus_010428-R1	HART063B_029237-R1
Morus_010515-R1	HART063B_029238-R1
Morus_011196-R1	HART063B_029239-R2
Morus_010995-R1	HART063B_029241-R2
Morus_010496-R1	HART063B_029242-R1
Morus_010497-R1	HART063B_029243-R1
Morus_010168-R1	HART063B_029244-R1
Morus_010007-R1	HART063B_029245-R1
Morus_016675-R1	HART063B_029247-R1
Morus_unassigned_transcript_2828	HART063B_029249-R1
Morus_010366-R1	HART063B_029251-R1
Morus_010700-R1	HART063B_029252-R1
Morus_011206-R1	HART063B_029253-R1
Morus_010602-R1	HART063B_029256-R1
Morus_011228-R1	HART063B_029257-R1
Morus_017435-R1	HART063B_029259-R1
Morus_011215-R1	HART063B_029260-R1
Morus_010718-R1	HART063B_029263-R1
Morus_010156-R1	HART063B_029264-R1
Morus_009900-R1	HART063B_029265-R1
Morus_021315-R1	HART063B_029266-R1
Morus_011173-R1	HART063B_029267-R1
Morus_010425-R2	HART063B_029269-R1
Morus_009951-R1	HART063B_029270-R2
Morus_010128-R1	HART063B_029271-R1
Morus_010254-R1	HART063B_029272-R1
Morus_010101-R1	HART063B_029274-R1
Morus_010108-R1	HART063B_029276-R1
Morus_010743-R1	HART063B_029277-R1
Morus_010499-R1	HART063B_029278-R1
Morus_010452-R1	HART063B_029280-R1
Morus_010427-R1	HART063B_029281-R1
Morus_010616-R1	HART063B_029283-R1
Morus_010361-R1	HART063B_029286-R1
Morus_011124-R1	HART063B_029288-R1
Morus_010154-R1	HART063B_029289-R1
Morus_010341-R1	HART063B_029290-R1
Morus_011128-R1	HART063B_029291-R1
Morus_009918-R1	HART063B_029292-R1
Morus_010731-R1	HART063B_029293-R1
Morus_010188-R1	HART063B_029295-R1
Morus_010744-R1	HART063B_029298-R1
Morus_010748-R1	HART063B_029299-R1
Morus_010482-R1	HART063B_029300-R1
Morus_011232-R1	HART063B_029301-R1
Morus_010992-R1	HART063B_029302-R1
Morus_015911-R2	HART063B_029307-R1
Morus_021414-R1	HART063B_029314-R1
Morus_010770-R1	HART063B_029319-R1
Morus_011060-R1	HART063B_029326-R1
Morus_010793-R1	HART063B_029342-R1
Morus_010798-R1	HART063B_029352-R1
Morus_010045-R2	HART063B_029356-R1
Morus_010812-R1	HART063B_029362-R1
Morus_010820-R1	HART063B_029365-R1
Morus_000116-R1	HART063B_029366-R1
Morus_010956-R1	HART063B_029367-R1
Morus_010837-R1	HART063B_029374-R1
Morus_011019-R1	HART063B_029376-R1
Morus_010840-R1	HART063B_029377-R1
Morus_010846-R1	HART063B_029384-R1
Morus_019304-R1	HART063B_029392-R1
Morus_011185-R1	HART063B_029398-R1
Morus_012643-R1	HART063B_029400-R1
Morus_015710-R1	HART063B_029403-R1
Morus_010882-R1	HART063B_029408-R1
Morus_011282-R1	HART063B_029417-R1
Morus_021036-R1	HART063B_029423-R1
Morus_010252-R1	HART063B_029434-R1
Morus_000149-R1	HART063B_029444-R1
Morus_010889-R1	HART063B_029447-R1
Morus_010253-R1	HART063B_029448-R1
Morus_010414-R2	HART063B_029452-R1
Morus_010088-R1	HART063B_029453-R1
Morus_011129-R1	HART063B_029454-R1
Morus_011130-R1	HART063B_029455-R1
Morus_010494-R1	HART063B_029456-R1
Morus_011155-R2	HART063B_029457-R2
Morus_021473-R1	HART063B_029458-R1
Morus_010222-R1	HART063B_029459-R2
Morus_010165-R1	HART063B_029460-R1
Morus_010545-R1	HART063B_029461-R1
Morus_010702-R1	HART063B_029462-R2
Morus_010370-R1	HART063B_029464-R1
Morus_010551-R1	HART063B_029465-R8
Morus_012673-R1	HART063B_029466-R1
Morus_010091-R1	HART063B_029467-R1
Morus_010347-R1	HART063B_029469-R1
Morus_010344-R1	HART063B_029470-R1
Morus_010579-R1	HART063B_029471-R3
Morus_020818-R1	HART063B_029472-R1
Morus_010345-R1	HART063B_029473-R1
Morus_010619-R1	HART063B_029474-R1
Morus_010152-R1	HART063B_029477-R1
Morus_021465-R1	HART063B_029478-R1
Morus_010367-R1	HART063B_029479-R1
Morus_009952-R1	HART063B_029483-R1
Morus_unassigned_transcript_2992	HART063B_029488-R1
Morus_010550-R2	HART063B_029489-R1
Morus_011250-R1	HART063B_029490-R1
Morus_010046-R1	HART063B_029491-R1
Morus_unassigned_transcript_3544	HART063B_029492-R1
Morus_010129-R1	HART063B_029493-R1
Morus_010190-R1	HART063B_029494-R1
Morus_010981-R1	HART063B_029496-R1
Morus_010651-R1	HART063B_029498-R1
Morus_010077-R8	HART063B_029500-R1
Morus_010546-R2	HART063B_029501-R1
Morus_021488-R1	HART063B_029507-R1
Morus_unassigned_transcript_1330	HART063B_029510-R3
Morus_010244-R1	HART063B_029512-R1
Morus_010680-R1	HART063B_029513-R1
Morus_011119-R1	HART063B_029515-R1
Morus_010458-R2	HART063B_029516-R1
Morus_010459-R1	HART063B_029517-R1
Morus_010725-R1	HART063B_029519-R1
Morus_unassigned_transcript_4751	HART063B_029521-R1
Morus_010522-R1	HART063B_029523-R1
Morus_009996-R1	HART063B_029524-R1
Morus_009926-R1	HART063B_029525-R1
Morus_010343-R1	HART063B_029527-R1
Morus_010541-R1	HART063B_029528-R1
Morus_010053-R1	HART063B_029529-R2
Morus_010604-R1	HART063B_029530-R1
Morus_010434-R1	HART063B_029533-R1
Morus_011072-R1	HART063B_029537-R1
Morus_010040-R1	HART063B_029538-R1
Morus_010527-R1	HART063B_029539-R1
Morus_010018-R1	HART063B_029540-R1
Morus_010997-R1	HART063B_029541-R1
Morus_011246-R1	HART063B_029542-R1
Morus_010251-R2	HART063B_029543-R3
Morus_017826-R1	HART063B_029544-R1
Morus_014478-R1	HART063B_029545-R1
Morus_010084-R1	HART063B_029546-R1
Morus_010085-R1	HART063B_029547-R1
Morus_010145-R1	HART063B_029548-R2
Morus_010153-R1	HART063B_029549-R1
Morus_009948-R2	HART063B_029551-R1
Morus_010483-R1	HART063B_029552-R1
Morus_010243-R1	HART063B_029553-R1
Morus_010063-R1	HART063B_029554-R1
Morus_010021-R1	HART063B_029556-R1
Morus_020858-R1	HART063B_029557-R1
Morus_010144-R2	HART063B_029559-R1
Morus_010373-R1	HART063B_029561-R1
Morus_011098-R1	HART063B_029564-R1
Morus_011554-R1	HART063B_029565-R1
Morus_009925-R1	HART063B_029566-R1
Morus_011132-R1	HART063B_029567-R1
Morus_011036-R1	HART063B_029568-R1
Morus_010490-R1	HART063B_029569-R1
Morus_010565-R1	HART063B_029571-R1
Morus_011256-R1	HART063B_029573-R1
Morus_013859-R1	HART063B_029574-R1
Morus_011257-R1	HART063B_029575-R4
Morus_010381-R1	HART063B_029580-R1
Morus_010486-R1	HART063B_029582-R1
Morus_010029-R1	HART063B_029583-R1
Morus_010124-R4	HART063B_029584-R1
Morus_010629-R1	HART063B_029586-R1
Morus_011143-R1	HART063B_029587-R1
Morus_010187-R1	HART063B_029588-R1
Morus_010563-R1	HART063B_029589-R1
Morus_009949-R1	HART063B_029590-R4
Morus_021113-R1	HART063B_029592-R1
Morus_010403-R1	HART063B_029597-R1
Morus_010462-R1	HART063B_029599-R1
Morus_011056-R1	HART063B_029600-R1
Morus_011104-R1	HART063B_029601-R1
Morus_010397-R1	HART063B_029602-R1
Morus_011095-R1	HART063B_029605-R1
Morus_021194-R1	HART063B_029606-R1
Morus_011292-R1	HART063B_029607-R1
Morus_010961-R1	HART063B_029608-R1
Morus_010670-R1	HART063B_029609-R1
Morus_010811-R1	HART063B_029610-R1
Morus_010350-R1	HART063B_029612-R1
Morus_009971-R1	HART063B_029613-R1
Morus_009972-R1	HART063B_029615-R1
Morus_010717-R1	HART063B_029618-R1
Morus_000029-R1	HART063B_029620-R1
Morus_010715-R1	HART063B_029621-R1
Morus_010472-R1	HART063B_029622-R1
Morus_010025-R1	HART063B_029623-R1
Morus_010378-R1	HART063B_029624-R1
Morus_009962-R1	HART063B_029627-R1
Morus_020281-R1	HART063B_029628-R1
Morus_011142-R1	HART063B_029632-R1
Morus_010326-R1	HART063B_029633-R1
Morus_015978-R1	HART063B_029634-R1
Morus_010359-R1	HART063B_029635-R1
Morus_010259-R1	HART063B_029637-R1
Morus_010198-R1	HART063B_029640-R1
Morus_010109-R1	HART063B_029641-R1
Morus_010178-R1	HART063B_029642-R1
Morus_000097-R1	HART063B_029643-R1
Morus_009914-R1	HART063B_029644-R1
Morus_010032-R1	HART063B_029646-R1
Morus_011074-R2	HART063B_029647-R1
Morus_021442-R1	HART063B_029649-R1
Morus_010690-R1	HART063B_029650-R1
Morus_011200-R1	HART063B_029653-R3
Morus_018872-R1	HART063B_029656-R1
Morus_010054-R1	HART063B_029657-R1
Morus_009940-R1	HART063B_029658-R1
Morus_unassigned_transcript_3092	HART063B_029661-R1
Morus_011162-R1	HART063B_029662-R1
Morus_010218-R1	HART063B_029663-R1
Morus_011017-R1	HART063B_029664-R1
Morus_010469-R2	HART063B_029665-R1
Morus_009970-R1	HART063B_029669-R1
Morus_000180-R1	HART063B_029670-R1
Morus_010170-R1	HART063B_029671-R1
Morus_011021-R8	HART063B_029672-R2
Morus_010114-R1	HART063B_029673-R1
Morus_010389-R1	HART063B_029677-R1
Morus_011437-R1	HART063B_029678-R1
Morus_010391-R1	HART063B_029680-R1
Morus_009988-R1	HART063B_029682-R1
Morus_010547-R1	HART063B_029686-R1
Morus_011028-R1	HART063B_029690-R1
Morus_010055-R1	HART063B_029691-R1
Morus_011001-R1	HART063B_029693-R1
Morus_010060-R1	HART063B_029694-R1
Morus_011157-R1	HART063B_029695-R1
Morus_010012-R1	HART063B_029696-R1
Morus_000233-R1	HART063B_029697-R1
Morus_unassigned_transcript_2863	HART063B_029698-R1
Morus_010631-R1	HART063B_029699-R1
Morus_010920-R1	HART063B_029701-R1
Morus_011044-R1	HART063B_029703-R1
Morus_010183-R1	HART063B_029705-R1
Morus_021422-R1	HART063B_029709-R1
Morus_unassigned_transcript_2953	HART063B_029710-R1
Morus_011268-R1	HART063B_029711-R1
Morus_010645-R1	HART063B_029712-R1
Morus_010399-R1	HART063B_029713-R1
Morus_011287-R1	HART063B_029715-R1
Morus_010535-R1	HART063B_029716-R1
Morus_010537-R1	HART063B_029717-R1
Morus_011085-R1	HART063B_029718-R1
Morus_009980-R1	HART063B_029723-R1
Morus_010382-R1	HART063B_029724-R1
Morus_011062-R1	HART063B_029725-R1
Morus_010330-R1	HART063B_029727-R1
Morus_009965-R1	HART063B_029728-R1
Morus_021180-R1	HART063B_029729-R1
Morus_010276-R1	HART063B_029730-R1
Morus_010555-R1	HART063B_029733-R1
Morus_010985-R1	HART063B_029734-R1
Morus_010977-R4	HART063B_029735-R1
Morus_011113-R1	HART063B_029737-R1
Morus_010068-R1	HART063B_029738-R1
Morus_011182-R1	HART063B_029739-R1
Morus_010184-R1	HART063B_029740-R1
Morus_010185-R1	HART063B_029741-R1
Morus_011293-R1	HART063B_029744-R1
Morus_011294-R1	HART063B_029745-R1
Morus_009904-R1	HART063B_029746-R1
Morus_unassigned_transcript_2996	HART063B_029747-R1
Morus_011163-R1	HART063B_029749-R1
Morus_010576-R1	HART063B_029751-R1
Morus_010650-R1	HART063B_029752-R1
Morus_010637-R1	HART063B_029754-R3
Morus_020697-R1	HART063B_029756-R1
Morus_010696-R1	HART063B_029759-R1
Morus_010375-R1	HART063B_029763-R2
