Gene	category
Morus_019936-R1	B_biased_purifying
Morus_019941-R1	B_biased_purifying
Morus_019945-R1	B_biased_purifying
Morus_019950-R1	A_biased_purifying
Morus_019962-R1	B_biased_purifying
Morus_019965-R1	B_biased_purifying
Morus_019969-R1	B_biased_purifying
Morus_019979-R7	B_biased_purifying
Morus_019982-R1	B_biased_purifying
Morus_019990-R1	A_biased_purifying
Morus_020018-R1	B_biased_purifying
Morus_020061-R1	B_biased_purifying
Morus_020062-R1	B_biased_purifying
Morus_020065-R1	B_biased_purifying
Morus_020067-R1	A_biased_purifying
Morus_020078-R1	B_biased_purifying
Morus_020094-R1	B_biased_purifying
Morus_020097-R1	B_biased_purifying
Morus_020099-R1	B_biased_purifying
Morus_020108-R1	B_biased_purifying
Morus_020120-R1	B_biased_purifying
Morus_020139-R1	B_biased_purifying
Morus_020153-R1	B_biased_purifying
Morus_020166-R1	B_biased_purifying
Morus_020246-R1	B_biased_purifying
Morus_020299-R1	B_biased_purifying
Morus_020350-R1	B_biased_purifying
Morus_020379-R1	B_biased_purifying
Morus_020389-R1	B_biased_purifying
Morus_020428-R1	B_biased_purifying
Morus_020431-R2	B_biased_purifying
Morus_020440-R1	B_biased_purifying
Morus_020464-R1	B_biased_purifying
Morus_020478-R2	B_biased_purifying
Morus_020490-R1	B_biased_purifying
Morus_020498-R1	A_biased_purifying
Morus_020505-R1	B_biased_purifying
Morus_020508-R1	B_biased_purifying
Morus_020543-R1	B_biased_purifying
Morus_020545-R1	B_biased_purifying
Morus_020554-R1	A_biased_purifying
Morus_020574-R1	B_biased_purifying
Morus_020579-R1	B_biased_purifying
Morus_020611-R1	B_biased_purifying
Morus_020618-R1	B_biased_purifying
Morus_020630-R1	B_biased_purifying
Morus_020631-R1	B_biased_purifying
Morus_020660-R1	B_biased_purifying
Morus_020665-R1	B_biased_purifying
Morus_020669-R1	A_biased_purifying
Morus_020670-R1	B_biased_purifying
Morus_020674-R1	B_biased_purifying
Morus_020677-R1	B_biased_purifying
Morus_020680-R1	A_biased_purifying
Morus_020696-R2	B_biased_purifying
Morus_020700-R1	B_biased_purifying
Morus_020701-R1	B_biased_purifying
Morus_020712-R1	A_biased_purifying
Morus_020716-R1	B_biased_purifying
Morus_020749-R1	B_biased_purifying
Morus_020784-R1	B_biased_purifying
Morus_020791-R1	A_biased_purifying
Morus_020813-R1	A_biased_purifying
Morus_020847-R1	B_biased_purifying
Morus_020858-R1	A_biased_purifying
Morus_020886-R1	B_biased_purifying
Morus_020892-R3	B_biased_purifying
Morus_020894-R1	B_biased_purifying
Morus_020895-R1	A_biased_purifying
Morus_020896-R1	B_biased_purifying
Morus_020898-R1	B_biased_purifying
Morus_020903-R1	B_biased_purifying
Morus_020937-R1	B_biased_purifying
Morus_020965-R1	B_biased_purifying
Morus_020966-R1	B_biased_purifying
Morus_020967-R1	A_biased_purifying
Morus_020970-R1	B_biased_purifying
Morus_020973-R1	B_biased_purifying
Morus_020990-R2	B_biased_purifying
Morus_021024-R1	B_biased_purifying
Morus_021033-R1	B_biased_purifying
Morus_021060-R1	B_biased_purifying
Morus_021084-R1	B_biased_purifying
Morus_021098-R1	B_biased_purifying
Morus_021106-R1	B_biased_purifying
Morus_021109-R1	B_biased_purifying
Morus_021136-R1	B_biased_purifying
Morus_021140-R1	B_biased_purifying
Morus_021144-R1	B_biased_purifying
Morus_021147-R1	B_biased_purifying
Morus_021164-R1	B_biased_purifying
Morus_021193-R1	B_biased_purifying
Morus_021206-R1	B_biased_purifying
Morus_021207-R1	B_biased_purifying
Morus_021219-R1	B_biased_purifying
Morus_021274-R1	B_biased_purifying
Morus_021275-R1	B_biased_purifying
Morus_021281-R1	B_biased_purifying
Morus_021296-R1	B_biased_purifying
Morus_021300-R1	B_biased_purifying
Morus_021301-R1	B_biased_purifying
Morus_021303-R3	B_biased_purifying
Morus_021306-R1	B_biased_purifying
Morus_021314-R1	A_biased_purifying
Morus_021315-R1	B_biased_purifying
Morus_021319-R1	B_biased_purifying
Morus_021349-R1	A_biased_purifying
Morus_021371-R1	B_biased_purifying
Morus_021380-R1	A_biased_purifying
Morus_021403-R1	B_biased_purifying
Morus_021410-R1	B_biased_purifying
Morus_021412-R1	B_biased_purifying
Morus_021415-R1	B_biased_purifying
Morus_021436-R1	B_biased_purifying
Morus_021465-R1	A_biased_purifying
Morus_021466-R1	B_biased_purifying
Morus_021468-R1	A_biased_purifying
Morus_021491-R2	B_biased_purifying
Morus_unassigned_transcript_1017	A_biased_purifying
Morus_unassigned_transcript_1106	B_biased_purifying
Morus_unassigned_transcript_1160	B_biased_purifying
Morus_unassigned_transcript_1171	A_biased_purifying
Morus_unassigned_transcript_1180	B_biased_purifying
Morus_unassigned_transcript_1205	B_biased_purifying
Morus_unassigned_transcript_1585	B_biased_purifying
Morus_unassigned_transcript_163	B_biased_purifying
Morus_unassigned_transcript_1801	B_biased_purifying
Morus_unassigned_transcript_1834	A_biased_purifying
Morus_unassigned_transcript_1852	B_biased_purifying
Morus_unassigned_transcript_1897	B_biased_purifying
Morus_unassigned_transcript_1929	B_biased_purifying
Morus_unassigned_transcript_2030	B_biased_purifying
Morus_unassigned_transcript_2037	B_biased_purifying
Morus_unassigned_transcript_2118	B_biased_purifying
Morus_unassigned_transcript_2143	B_biased_purifying
Morus_unassigned_transcript_2202	A_biased_purifying
Morus_unassigned_transcript_2209	B_biased_purifying
Morus_unassigned_transcript_2232	B_biased_purifying
Morus_unassigned_transcript_2374	B_biased_purifying
Morus_unassigned_transcript_246	B_biased_purifying
Morus_unassigned_transcript_2586	A_biased_purifying
Morus_unassigned_transcript_2785	B_biased_purifying
Morus_unassigned_transcript_2958	B_biased_purifying
Morus_unassigned_transcript_3126	A_biased_purifying
Morus_unassigned_transcript_313	B_biased_purifying
Morus_unassigned_transcript_3231	B_biased_purifying
Morus_unassigned_transcript_3253	A_biased_purifying
Morus_unassigned_transcript_3262	B_biased_purifying
Morus_unassigned_transcript_3359	B_biased_purifying
Morus_unassigned_transcript_348	B_biased_purifying
Morus_unassigned_transcript_3547	A_biased_purifying
Morus_unassigned_transcript_3553	B_biased_purifying
Morus_unassigned_transcript_3583	B_biased_purifying
Morus_unassigned_transcript_3722	B_biased_purifying
Morus_unassigned_transcript_3791	B_biased_purifying
Morus_unassigned_transcript_3914	B_biased_purifying
Morus_unassigned_transcript_3915	B_biased_purifying
Morus_unassigned_transcript_4013	A_biased_purifying
Morus_unassigned_transcript_4022	B_biased_purifying
Morus_unassigned_transcript_4054	B_biased_purifying
Morus_unassigned_transcript_4075	B_biased_purifying
Morus_unassigned_transcript_4161	A_biased_purifying
Morus_unassigned_transcript_4264	B_biased_purifying
Morus_unassigned_transcript_4310	B_biased_purifying
Morus_unassigned_transcript_4367	B_biased_purifying
Morus_unassigned_transcript_449	B_biased_purifying
Morus_unassigned_transcript_4569	B_biased_purifying
Morus_unassigned_transcript_4578	B_biased_purifying
Morus_unassigned_transcript_4591	A_biased_purifying
Morus_unassigned_transcript_4718	B_biased_purifying
Morus_unassigned_transcript_4936	B_biased_purifying
Morus_unassigned_transcript_4965	B_biased_purifying
Morus_unassigned_transcript_4990	B_biased_purifying
Morus_unassigned_transcript_5016	B_biased_purifying
Morus_unassigned_transcript_518	A_biased_purifying
Morus_unassigned_transcript_5233	B_biased_purifying
Morus_unassigned_transcript_64	B_biased_purifying
Morus_unassigned_transcript_877	B_biased_purifying
Morus_unassigned_transcript_925	A_biased_purifying
Morus_unassigned_transcript_983	B_biased_purifying
Morus_000048-R1	Unique_B
Morus_000050-R1	Unique_B
Morus_000072-R1	Unique_A
Morus_000084-R1	Unique_A
Morus_000088-R1	Unique_B
Morus_000101-R1	Unique_A
Morus_000116-R1	Unique_B
Morus_000121-R1	Unique_B
Morus_000140-R1	Unique_B
Morus_000153-R1	Unique_B
Morus_000156-R1	Unique_B
Morus_000157-R1	Unique_B
Morus_000176-R1	Unique_A
Morus_000183-R1	Unique_B
Morus_000195-R1	Unique_A
Morus_000205-R1	Unique_B
Morus_000236-R1	Unique_B
Morus_000257-R1	Unique_A
Morus_000287-R1	Unique_B
Morus_000311-R1	Unique_A
Morus_000327-R1	Unique_A
Morus_000329-R1	Unique_A
Morus_000366-R1	Unique_B
Morus_000373-R1	Unique_A
Morus_000375-R1	Unique_B
Morus_000388-R1	Unique_A
Morus_000389-R1	Unique_B
Morus_000408-R1	Unique_A
Morus_000420-R1	Unique_A
Morus_000423-R1	Unique_B
Morus_000444-R1	Unique_A
Morus_000445-R1	Unique_A
Morus_000463-R1	Unique_A
Morus_000464-R1	Unique_B
Morus_000465-R1	Unique_B
Morus_000467-R2	Unique_B
Morus_000484-R1	Unique_A
Morus_000503-R1	Unique_A
Morus_000506-R1	Unique_A
Morus_000530-R1	Unique_A
Morus_000551-R1	Unique_A
Morus_000582-R1	Unique_A
Morus_000594-R1	Unique_B
Morus_000639-R1	Unique_A
Morus_000690-R1	Unique_A
Morus_000725-R1	Unique_A
Morus_000766-R1	Unique_A
Morus_000774-R1	Unique_B
Morus_000777-R1	Unique_A
Morus_000802-R1	Unique_B
Morus_000831-R1	Unique_A
Morus_000832-R1	Unique_B
Morus_000863-R1	Unique_B
Morus_000899-R1	Unique_B
Morus_001085-R1	Unique_B
Morus_001124-R1	Unique_B
Morus_001153-R1	Unique_A
Morus_001191-R1	Unique_B
Morus_001205-R1	Unique_A
Morus_001211-R1	Unique_A
Morus_001358-R1	Unique_B
Morus_001361-R1	Unique_A
Morus_001373-R1	Unique_A
Morus_001407-R1	Unique_B
Morus_001408-R1	Unique_B
Morus_001421-R1	Unique_B
Morus_001449-R1	Unique_B
Morus_001459-R1	Unique_A
Morus_001489-R1	Unique_A
Morus_001504-R2	Unique_A
Morus_001506-R1	Unique_A
Morus_001539-R1	Unique_B
Morus_001552-R1	Unique_B
Morus_001594-R1	Unique_B
Morus_001602-R2	Unique_A
Morus_001612-R1	Unique_B
Morus_001624-R1	Unique_B
Morus_001663-R1	Unique_B
Morus_001682-R1	Unique_B
Morus_001696-R1	Unique_A
Morus_001709-R1	Unique_A
Morus_001719-R1	Unique_A
Morus_001745-R1	Unique_B
Morus_001807-R1	Unique_B
Morus_001810-R1	Unique_A
Morus_001834-R1	Unique_A
Morus_001859-R1	Unique_B
Morus_001866-R1	Unique_B
Morus_001885-R1	Unique_B
Morus_001896-R1	Unique_B
Morus_001913-R1	Unique_A
Morus_001923-R1	Unique_B
Morus_001986-R1	Unique_B
Morus_002018-R1	Unique_A
Morus_002080-R1	Unique_B
Morus_002084-R1	Unique_B
Morus_002170-R1	Unique_B
Morus_002200-R1	Unique_B
Morus_002263-R3	Unique_B
Morus_002282-R1	Unique_A
Morus_002292-R1	Unique_B
Morus_002306-R1	Unique_A
Morus_002332-R1	Unique_A
Morus_002335-R1	Unique_A
Morus_002354-R1	Unique_A
Morus_002359-R1	Unique_A
Morus_002375-R1	Unique_B
Morus_002426-R1	Unique_B
Morus_002440-R1	Unique_B
Morus_002456-R1	Unique_A
Morus_002469-R1	Unique_B
Morus_002472-R1	Unique_A
Morus_002515-R1	Unique_B
Morus_002537-R1	Unique_B
Morus_002550-R1	Unique_B
Morus_002608-R1	Unique_A
Morus_002645-R1	Unique_A
Morus_002657-R2	Unique_A
Morus_002672-R1	Unique_A
Morus_002679-R1	Unique_A
Morus_002689-R1	Unique_B
Morus_002690-R1	Unique_B
Morus_002694-R1	Unique_B
Morus_002695-R1	Unique_B
Morus_002714-R1	Unique_A
Morus_002752-R1	Unique_A
Morus_002755-R1	Unique_B
Morus_002802-R1	Unique_A
Morus_002850-R1	Unique_A
Morus_002911-R1	Unique_B
Morus_002919-R1	Unique_B
Morus_002921-R1	Unique_B
Morus_002934-R1	Unique_A
Morus_002990-R1	Unique_A
Morus_003001-R1	Unique_B
Morus_003045-R1	Unique_A
Morus_003074-R1	Unique_B
Morus_003101-R1	Unique_A
Morus_003116-R1	Unique_B
Morus_003120-R1	Unique_A
Morus_003133-R1	Unique_B
Morus_003140-R1	Unique_A
Morus_003141-R1	Unique_A
Morus_003150-R1	Unique_B
Morus_003169-R1	Unique_B
Morus_003213-R1	Unique_A
Morus_003234-R1	Unique_A
Morus_003253-R1	Unique_B
Morus_003255-R1	Unique_A
Morus_003265-R1	Unique_A
Morus_003276-R1	Unique_B
Morus_003299-R1	Unique_A
Morus_003300-R1	Unique_A
Morus_003321-R1	Unique_B
Morus_003325-R1	Unique_A
Morus_003348-R1	Unique_B
Morus_003387-R1	Unique_B
Morus_003400-R1	Unique_A
Morus_003401-R1	Unique_A
Morus_003477-R1	Unique_A
Morus_003488-R1	Unique_A
Morus_003502-R1	Unique_A
Morus_003540-R2	Unique_A
Morus_003591-R1	Unique_B
Morus_003605-R1	Unique_A
Morus_003615-R2	Unique_B
Morus_003620-R1	Unique_A
Morus_003625-R1	Unique_B
Morus_003640-R1	Unique_A
Morus_003697-R1	Unique_B
Morus_003701-R1	Unique_B
Morus_003705-R1	Unique_A
Morus_003706-R1	Unique_B
Morus_003711-R1	Unique_B
Morus_003741-R1	Unique_A
Morus_003883-R1	Unique_B
Morus_003887-R1	Unique_A
Morus_003951-R1	Unique_B
Morus_003962-R1	Unique_A
Morus_003991-R1	Unique_B
Morus_004032-R1	Unique_B
Morus_004087-R1	Unique_A
Morus_004115-R1	Unique_B
Morus_004140-R1	Unique_A
Morus_004159-R1	Unique_A
Morus_004161-R2	Unique_B
Morus_004168-R1	Unique_B
Morus_004177-R1	Unique_B
Morus_004186-R1	Unique_B
Morus_004187-R1	Unique_B
Morus_004206-R1	Unique_A
Morus_004261-R1	Unique_A
Morus_004274-R1	Unique_A
Morus_004285-R1	Unique_B
Morus_004417-R1	Unique_B
Morus_004444-R1	Unique_A
Morus_004456-R1	Unique_A
Morus_004460-R1	Unique_B
Morus_004474-R1	Unique_A
Morus_004526-R1	Unique_A
Morus_004542-R5	Unique_B
Morus_004569-R1	Unique_B
Morus_004575-R1	Unique_B
Morus_004617-R1	Unique_A
Morus_004646-R1	Unique_A
Morus_004648-R1	Unique_A
Morus_004655-R1	Unique_A
Morus_004657-R1	Unique_A
Morus_004667-R1	Unique_A
Morus_004676-R1	Unique_A
Morus_004692-R1	Unique_A
Morus_004698-R1	Unique_B
Morus_004709-R1	Unique_A
Morus_004796-R1	Unique_A
Morus_004801-R2	Unique_B
Morus_004807-R1	Unique_A
Morus_004821-R1	Unique_A
Morus_004881-R1	Unique_A
Morus_004886-R1	Unique_B
Morus_004889-R1	Unique_A
Morus_004896-R1	Unique_A
Morus_004902-R1	Unique_B
Morus_004916-R1	Unique_A
Morus_004939-R1	Unique_B
Morus_004941-R1	Unique_B
Morus_004994-R1	Unique_A
Morus_005020-R1	Unique_B
Morus_005057-R1	Unique_A
Morus_005070-R1	Unique_A
Morus_005072-R1	Unique_A
Morus_005091-R1	Unique_A
Morus_005092-R1	Unique_A
Morus_005097-R1	Unique_B
Morus_005101-R1	Unique_A
Morus_005110-R1	Unique_B
Morus_005122-R1	Unique_B
Morus_005131-R1	Unique_A
Morus_005149-R1	Unique_B
Morus_005179-R1	Unique_B
Morus_005185-R1	Unique_B
Morus_005188-R1	Unique_A
Morus_005189-R1	Unique_B
Morus_005206-R1	Unique_A
Morus_005220-R1	Unique_A
Morus_005229-R1	Unique_B
Morus_005234-R1	Unique_A
Morus_005245-R1	Unique_A
Morus_005248-R3	Unique_A
Morus_005264-R1	Unique_B
Morus_005283-R1	Unique_B
Morus_005290-R1	Unique_A
Morus_005308-R1	Unique_A
Morus_005324-R1	Unique_B
Morus_005345-R1	Unique_B
Morus_005357-R1	Unique_B
Morus_005363-R1	Unique_B
Morus_005388-R1	Unique_A
Morus_005500-R1	Unique_A
Morus_005604-R1	Unique_A
Morus_005605-R1	Unique_A
Morus_005614-R1	Unique_B
Morus_005636-R1	Unique_B
Morus_005718-R1	Unique_A
Morus_005733-R1	Unique_B
Morus_005766-R1	Unique_B
Morus_005770-R1	Unique_B
Morus_005782-R1	Unique_B
Morus_005794-R1	Unique_B
Morus_005810-R1	Unique_A
Morus_005829-R1	Unique_B
Morus_005860-R1	Unique_A
Morus_005865-R1	Unique_A
Morus_005870-R1	Unique_A
Morus_005876-R1	Unique_A
Morus_005879-R1	Unique_B
Morus_005888-R1	Unique_A
Morus_005892-R1	Unique_B
Morus_005894-R1	Unique_B
Morus_005909-R1	Unique_B
Morus_005932-R1	Unique_B
Morus_005938-R1	Unique_A
Morus_005976-R1	Unique_B
Morus_005985-R1	Unique_A
Morus_005986-R1	Unique_A
Morus_005998-R1	Unique_A
Morus_006009-R1	Unique_B
Morus_006051-R1	Unique_B
Morus_006059-R1	Unique_A
Morus_006064-R1	Unique_A
Morus_006097-R1	Unique_A
Morus_006113-R1	Unique_A
Morus_006134-R1	Unique_A
Morus_006147-R1	Unique_B
Morus_006171-R3	Unique_B
Morus_006174-R1	Unique_A
Morus_006202-R1	Unique_B
Morus_006213-R1	Unique_A
Morus_006260-R1	Unique_A
Morus_006270-R1	Unique_A
Morus_006275-R1	Unique_A
Morus_006282-R1	Unique_A
Morus_006284-R1	Unique_A
Morus_006336-R1	Unique_A
Morus_006346-R1	Unique_A
Morus_006349-R1	Unique_A
Morus_006355-R1	Unique_A
Morus_006361-R1	Unique_A
Morus_006383-R1	Unique_A
Morus_006393-R1	Unique_B
Morus_006422-R1	Unique_B
Morus_006443-R3	Unique_A
Morus_006480-R1	Unique_B
Morus_006501-R1	Unique_B
Morus_006505-R1	Unique_A
Morus_006507-R1	Unique_B
Morus_006537-R1	Unique_B
Morus_006555-R1	Unique_A
Morus_006559-R1	Unique_A
Morus_006596-R1	Unique_A
Morus_006609-R1	Unique_B
Morus_006610-R1	Unique_B
Morus_006647-R1	Unique_A
Morus_006663-R1	Unique_A
Morus_006666-R1	Unique_B
Morus_006689-R1	Unique_A
Morus_006701-R1	Unique_A
Morus_006702-R1	Unique_A
Morus_006703-R1	Unique_A
Morus_006758-R1	Unique_A
Morus_006764-R2	Unique_B
Morus_006790-R1	Unique_A
Morus_006795-R1	Unique_A
Morus_006828-R1	Unique_A
Morus_006833-R1	Unique_A
Morus_006846-R1	Unique_B
Morus_006883-R1	Unique_A
Morus_006952-R1	Unique_A
Morus_006954-R1	Unique_B
Morus_006969-R1	Unique_A
Morus_006972-R1	Unique_A
Morus_006993-R1	Unique_A
Morus_007023-R1	Unique_A
Morus_007046-R1	Unique_A
Morus_007070-R1	Unique_A
Morus_007091-R1	Unique_A
Morus_007111-R1	Unique_B
Morus_007118-R1	Unique_A
Morus_007151-R1	Unique_A
Morus_007190-R1	Unique_A
Morus_007203-R1	Unique_B
Morus_007228-R1	Unique_A
Morus_007234-R1	Unique_B
Morus_007253-R1	Unique_A
Morus_007254-R1	Unique_A
Morus_007256-R1	Unique_B
Morus_007270-R1	Unique_A
Morus_007273-R1	Unique_A
Morus_007277-R1	Unique_A
Morus_007326-R1	Unique_B
Morus_007327-R1	Unique_B
Morus_007350-R1	Unique_A
Morus_007375-R1	Unique_B
Morus_007384-R1	Unique_A
Morus_007393-R1	Unique_A
Morus_007442-R1	Unique_B
Morus_007520-R1	Unique_A
Morus_007558-R1	Unique_B
Morus_007573-R1	Unique_A
Morus_007580-R1	Unique_A
Morus_007598-R1	Unique_A
Morus_007599-R1	Unique_B
Morus_007761-R1	Unique_A
Morus_007776-R1	Unique_A
Morus_007850-R1	Unique_B
Morus_007858-R1	Unique_B
Morus_007868-R1	Unique_B
Morus_007884-R1	Unique_A
Morus_007886-R1	Unique_A
Morus_007993-R1	Unique_A
Morus_008020-R1	Unique_B
Morus_008023-R1	Unique_A
Morus_008059-R1	Unique_A
Morus_008076-R1	Unique_A
Morus_008130-R1	Unique_B
Morus_008182-R1	Unique_B
Morus_008186-R1	Unique_B
Morus_008206-R1	Unique_A
Morus_008218-R1	Unique_B
Morus_008223-R1	Unique_A
Morus_008227-R1	Unique_A
Morus_008229-R1	Unique_A
Morus_008232-R1	Unique_B
Morus_008238-R1	Unique_A
Morus_008273-R1	Unique_A
Morus_008293-R1	Unique_A
Morus_008302-R1	Unique_A
Morus_008306-R2	Unique_B
Morus_008352-R1	Unique_A
Morus_008357-R1	Unique_B
Morus_008371-R1	Unique_A
Morus_008403-R1	Unique_B
Morus_008404-R1	Unique_A
Morus_008412-R1	Unique_A
Morus_008419-R1	Unique_B
Morus_008448-R1	Unique_A
Morus_008462-R1	Unique_B
Morus_008474-R1	Unique_B
Morus_008477-R1	Unique_B
Morus_008502-R1	Unique_B
Morus_008508-R1	Unique_A
Morus_008519-R2	Unique_B
Morus_008536-R1	Unique_B
Morus_008564-R1	Unique_A
Morus_008567-R1	Unique_A
Morus_008586-R1	Unique_A
Morus_008588-R2	Unique_B
Morus_008592-R1	Unique_B
Morus_008594-R1	Unique_A
Morus_008626-R1	Unique_A
Morus_008632-R1	Unique_A
Morus_008635-R1	Unique_A
Morus_008649-R1	Unique_B
Morus_008654-R1	Unique_A
Morus_008659-R1	Unique_A
Morus_008665-R1	Unique_A
Morus_008724-R1	Unique_A
Morus_008725-R1	Unique_B
Morus_008737-R1	Unique_A
Morus_008745-R1	Unique_B
Morus_008748-R2	Unique_B
Morus_008750-R1	Unique_B
Morus_008760-R1	Unique_A
Morus_008765-R2	Unique_A
Morus_008770-R1	Unique_A
Morus_008779-R1	Unique_A
Morus_008797-R1	Unique_A
Morus_008799-R1	Unique_B
Morus_008800-R1	Unique_A
Morus_008808-R1	Unique_A
Morus_008809-R1	Unique_A
Morus_008816-R1	Unique_A
Morus_008824-R1	Unique_B
Morus_008835-R1	Unique_A
Morus_008874-R1	Unique_B
Morus_008885-R1	Unique_A
Morus_008899-R1	Unique_B
Morus_008918-R1	Unique_B
Morus_008936-R1	Unique_A
Morus_008951-R1	Unique_B
Morus_008963-R1	Unique_B
Morus_008965-R1	Unique_B
Morus_008968-R1	Unique_A
Morus_008973-R1	Unique_B
Morus_008977-R1	Unique_A
Morus_008997-R1	Unique_B
Morus_008998-R1	Unique_B
Morus_009027-R1	Unique_B
Morus_009045-R1	Unique_A
Morus_009056-R1	Unique_B
Morus_009058-R1	Unique_B
Morus_009068-R1	Unique_A
Morus_009093-R1	Unique_B
Morus_009112-R1	Unique_B
Morus_009135-R1	Unique_B
Morus_009228-R1	Unique_B
Morus_009236-R1	Unique_B
Morus_009293-R1	Unique_B
Morus_009297-R1	Unique_A
Morus_009299-R1	Unique_A
Morus_009302-R1	Unique_B
Morus_009311-R1	Unique_B
Morus_009332-R1	Unique_B
Morus_009334-R1	Unique_B
Morus_009344-R1	Unique_A
Morus_009371-R1	Unique_B
Morus_009409-R1	Unique_A
Morus_009448-R1	Unique_B
Morus_009452-R1	Unique_B
Morus_009466-R1	Unique_A
Morus_009467-R1	Unique_A
Morus_009472-R1	Unique_A
Morus_009479-R1	Unique_A
Morus_009480-R1	Unique_B
Morus_009483-R2	Unique_A
Morus_009497-R1	Unique_B
Morus_009537-R1	Unique_A
Morus_009548-R1	Unique_B
Morus_009569-R1	Unique_A
Morus_009576-R1	Unique_A
Morus_009594-R1	Unique_A
Morus_009611-R1	Unique_B
Morus_009618-R1	Unique_A
Morus_009636-R1	Unique_B
Morus_009674-R1	Unique_A
Morus_009698-R1	Unique_A
Morus_009699-R1	Unique_A
Morus_009700-R1	Unique_A
Morus_009725-R1	Unique_A
Morus_009734-R1	Unique_B
Morus_009749-R1	Unique_B
Morus_009758-R1	Unique_A
Morus_009776-R1	Unique_B
Morus_009784-R1	Unique_A
Morus_009792-R1	Unique_A
Morus_009808-R1	Unique_A
Morus_009831-R1	Unique_A
Morus_009844-R1	Unique_A
Morus_009868-R1	Unique_B
Morus_009888-R1	Unique_B
Morus_009893-R1	Unique_B
Morus_009895-R1	Unique_B
Morus_009905-R1	Unique_A
Morus_009906-R2	Unique_B
Morus_009911-R1	Unique_B
Morus_009932-R1	Unique_A
Morus_009979-R1	Unique_B
Morus_009984-R1	Unique_A
Morus_009997-R1	Unique_B
Morus_010006-R1	Unique_A
Morus_010055-R1	Unique_B
Morus_010128-R1	Unique_B
Morus_010131-R1	Unique_A
Morus_010140-R2	Unique_A
Morus_010159-R1	Unique_B
Morus_010225-R1	Unique_B
Morus_010230-R1	Unique_A
Morus_010237-R1	Unique_B
Morus_010251-R2	Unique_B
Morus_010258-R1	Unique_B
Morus_010325-R1	Unique_B
Morus_010330-R1	Unique_B
Morus_010343-R1	Unique_B
Morus_010352-R1	Unique_B
Morus_010370-R1	Unique_B
Morus_010383-R1	Unique_B
Morus_010429-R1	Unique_A
Morus_010434-R1	Unique_B
Morus_010466-R1	Unique_B
Morus_010510-R1	Unique_B
Morus_010512-R1	Unique_B
Morus_010516-R1	Unique_B
Morus_010522-R1	Unique_B
Morus_010526-R1	Unique_B
Morus_010535-R1	Unique_B
Morus_010537-R1	Unique_B
Morus_010541-R1	Unique_B
Morus_010543-R1	Unique_A
Morus_010545-R1	Unique_B
Morus_010567-R1	Unique_A
Morus_010604-R1	Unique_B
Morus_010670-R1	Unique_B
Morus_010673-R1	Unique_B
Morus_010682-R3	Unique_B
Morus_010709-R6	Unique_A
Morus_010712-R1	Unique_A
Morus_010731-R1	Unique_B
Morus_010887-R1	Unique_A
Morus_010889-R1	Unique_B
Morus_010954-R1	Unique_A
Morus_010963-R1	Unique_B
Morus_010981-R1	Unique_B
Morus_010990-R1	Unique_A
Morus_011015-R1	Unique_B
Morus_011073-R2	Unique_A
Morus_011074-R2	Unique_B
Morus_011081-R1	Unique_B
Morus_011094-R1	Unique_A
Morus_011105-R1	Unique_A
Morus_011108-R1	Unique_A
Morus_011117-R1	Unique_A
Morus_011148-R1	Unique_A
Morus_011187-R1	Unique_B
Morus_011214-R1	Unique_A
Morus_011236-R1	Unique_A
Morus_011265-R1	Unique_A
Morus_011279-R1	Unique_A
Morus_011287-R1	Unique_B
Morus_011288-R1	Unique_B
Morus_011328-R1	Unique_B
Morus_011341-R1	Unique_B
Morus_011384-R2	Unique_A
Morus_011401-R1	Unique_B
Morus_011405-R1	Unique_A
Morus_011450-R1	Unique_A
Morus_011451-R1	Unique_B
Morus_011474-R1	Unique_B
Morus_011495-R1	Unique_B
Morus_011514-R1	Unique_A
Morus_011524-R1	Unique_B
Morus_011540-R1	Unique_B
Morus_011544-R1	Unique_B
Morus_011564-R1	Unique_B
Morus_011616-R1	Unique_B
Morus_011720-R1	Unique_B
Morus_011721-R1	Unique_A
Morus_011745-R1	Unique_B
Morus_011746-R1	Unique_B
Morus_011751-R1	Unique_B
Morus_011767-R1	Unique_B
Morus_011843-R1	Unique_A
Morus_011857-R1	Unique_B
Morus_011893-R1	Unique_A
Morus_011955-R1	Unique_A
Morus_011961-R1	Unique_A
Morus_011974-R1	Unique_A
Morus_011989-R1	Unique_B
Morus_011990-R1	Unique_A
Morus_012003-R1	Unique_B
Morus_012053-R1	Unique_A
Morus_012070-R1	Unique_B
Morus_012077-R1	Unique_A
Morus_012079-R1	Unique_A
Morus_012081-R1	Unique_B
Morus_012084-R1	Unique_A
Morus_012100-R1	Unique_A
Morus_012178-R1	Unique_B
Morus_012202-R1	Unique_A
Morus_012220-R1	Unique_B
Morus_012224-R1	Unique_B
Morus_012247-R1	Unique_B
Morus_012318-R1	Unique_B
Morus_012326-R1	Unique_A
Morus_012332-R1	Unique_A
Morus_012345-R1	Unique_A
Morus_012360-R2	Unique_A
Morus_012375-R2	Unique_B
Morus_012377-R1	Unique_A
Morus_012390-R1	Unique_B
Morus_012395-R1	Unique_A
Morus_012405-R1	Unique_B
Morus_012456-R1	Unique_B
Morus_012474-R1	Unique_A
Morus_012490-R1	Unique_A
Morus_012509-R1	Unique_B
Morus_012512-R1	Unique_A
Morus_012535-R1	Unique_A
Morus_012561-R1	Unique_A
Morus_012584-R1	Unique_A
